savings_id,customer_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status
SAV-00399,CUST-00399,1303.72,67405.02,0.193,Fully Funded
SAV-00400,CUST-00400,574.65,39039.39,0.1956,Fully Funded
SAV-00401,CUST-00401,1199.4,65625.52,0.1577,Fully Funded
SAV-00402,CUST-00402,974.35,70008.24,0.1701,Fully Funded
SAV-00403,CUST-00403,1765.19,197596.72,0.1772,Fully Funded
SAV-00404,CUST-00404,511.89,34829.77,0.1563,Fully Funded
SAV-00405,CUST-00405,1619.99,54199.87,0.1335,Partially Funded
SAV-00406,CUST-00406,907.56,45427.97,0.1372,Fully Funded
SAV-00407,CUST-00407,292.88,5866.24,0.1279,Partially Funded
SAV-00408,CUST-00408,515.83,44747.21,0.0548,Partially Funded
SAV-00409,CUST-00409,234.59,3610.33,0.1292,Low
SAV-00410,CUST-00410,463.08,4970.05,0.1472,Low
SAV-00411,CUST-00411,579.54,12351.98,0.0741,Low
SAV-00412,CUST-00412,1451.59,52327.68,0.1603,Fully Funded
SAV-00413,CUST-00413,1222.99,97725.65,0.1921,Fully Funded
SAV-00414,CUST-00414,1009.98,23582.2,0.1362,Partially Funded
SAV-00415,CUST-00415,872.68,79309.86,0.2441,Fully Funded
SAV-00416,CUST-00416,1361.03,88534.78,0.148,Fully Funded
SAV-00417,CUST-00417,1088.96,118925.88,0.2223,Fully Funded
SAV-00418,CUST-00418,389.2,30260.0,0.0957,Fully Funded
SAV-00419,CUST-00419,676.13,34586.16,0.1374,Fully Funded
SAV-00420,CUST-00420,536.08,48740.14,0.0981,Fully Funded
SAV-00421,CUST-00421,853.38,44194.23,0.1169,Fully Funded
SAV-00422,CUST-00422,937.58,48446.22,0.173,Fully Funded
SAV-00423,CUST-00423,902.59,9879.52,0.1261,Low
SAV-00424,CUST-00424,880.95,65934.95,0.106,Fully Funded
SAV-00425,CUST-00425,916.42,44030.4,0.1647,Fully Funded
SAV-00426,CUST-00426,1272.4,22634.83,0.1741,Partially Funded
SAV-00427,CUST-00427,767.34,25086.01,0.1301,Partially Funded
SAV-00428,CUST-00428,1195.65,47093.89,0.2932,Fully Funded
SAV-00429,CUST-00429,855.38,22118.83,0.124,Partially Funded
SAV-00430,CUST-00430,915.9,52767.01,0.1329,Fully Funded
SAV-00431,CUST-00431,527.86,32882.41,0.0648,Partially Funded
SAV-00432,CUST-00432,215.23,15545.33,0.0699,Partially Funded
SAV-00433,CUST-00433,577.17,27308.5,0.1209,Fully Funded
SAV-00434,CUST-00434,563.23,8711.7,0.0856,Low
SAV-00435,CUST-00435,1829.6,78154.92,0.2312,Fully Funded
SAV-00436,CUST-00436,232.94,18460.46,0.1905,Fully Funded
SAV-00437,CUST-00437,826.3,23586.41,0.0941,Partially Funded
SAV-00438,CUST-00438,686.79,34038.84,0.1364,Fully Funded
SAV-00439,CUST-00439,1092.44,72678.38,0.2234,Fully Funded
SAV-00440,CUST-00440,2094.48,61758.84,0.1673,Fully Funded
SAV-00441,CUST-00441,803.04,50009.87,0.1236,Fully Funded
SAV-00442,CUST-00442,550.23,26371.24,0.1145,Fully Funded
SAV-00443,CUST-00443,205.27,21000.04,0.2218,Fully Funded
SAV-00444,CUST-00444,785.63,22412.35,0.1957,Fully Funded
SAV-00445,CUST-00445,1370.89,85348.64,0.2056,Fully Funded
SAV-00446,CUST-00446,618.01,22049.26,0.1786,Fully Funded
SAV-00447,CUST-00447,531.72,23839.42,0.1673,Fully Funded
SAV-00448,CUST-00448,1951.39,87254.92,0.2039,Fully Funded
SAV-00449,CUST-00449,1931.45,205933.18,0.1043,Fully Funded
SAV-00450,CUST-00450,261.37,14769.01,0.2365,Fully Funded
SAV-00451,CUST-00451,1137.04,87363.23,0.1499,Fully Funded
SAV-00452,CUST-00452,120.77,11261.46,0.1165,Fully Funded
SAV-00453,CUST-00453,1994.55,34270.58,0.1807,Partially Funded
SAV-00454,CUST-00454,757.42,22438.86,0.0647,Low
SAV-00455,CUST-00455,479.42,14636.56,0.1371,Partially Funded
SAV-00456,CUST-00456,114.89,8301.38,0.0817,Fully Funded
SAV-00457,CUST-00457,589.79,40432.59,0.2108,Fully Funded
SAV-00458,CUST-00458,783.97,56877.97,0.1553,Fully Funded
SAV-00459,CUST-00459,450.58,32097.93,0.0841,Fully Funded
SAV-00460,CUST-00460,732.36,45024.71,0.25,Fully Funded
SAV-00461,CUST-00461,472.75,36274.04,0.1155,Fully Funded
SAV-00462,CUST-00462,680.02,31522.2,0.1468,Fully Funded
SAV-00463,CUST-00463,966.86,16268.79,0.1013,Low
SAV-00464,CUST-00464,558.85,43200.62,0.1422,Fully Funded
SAV-00465,CUST-00465,969.83,22239.82,0.2221,Fully Funded
SAV-00466,CUST-00466,1955.24,55292.83,0.1776,Fully Funded
SAV-00467,CUST-00467,1286.52,81557.63,0.1387,Fully Funded
SAV-00468,CUST-00468,756.8,54318.37,0.1455,Fully Funded
SAV-00469,CUST-00469,2948.95,225990.13,0.1669,Fully Funded
SAV-00470,CUST-00470,794.48,30696.88,0.0945,Partially Funded
SAV-00471,CUST-00471,209.0,12927.74,0.0982,Fully Funded
SAV-00472,CUST-00472,76.42,6278.25,0.0812,Fully Funded
SAV-00473,CUST-00473,1807.74,157556.03,0.2322,Fully Funded
SAV-00474,CUST-00474,710.23,12712.46,0.1549,Partially Funded
SAV-00475,CUST-00475,876.38,43917.89,0.1906,Fully Funded
SAV-00476,CUST-00476,748.43,56388.02,0.1855,Fully Funded
SAV-00477,CUST-00477,1289.35,27409.22,0.1432,Partially Funded
SAV-00478,CUST-00478,1614.14,46148.99,0.2544,Fully Funded
SAV-00479,CUST-00479,927.46,30830.07,0.1608,Fully Funded
SAV-00480,CUST-00480,417.43,36847.6,0.2971,Fully Funded
SAV-00481,CUST-00481,409.57,30275.43,0.1095,Fully Funded
SAV-00482,CUST-00482,1830.28,71140.6,0.2629,Fully Funded
SAV-00483,CUST-00483,1539.09,26763.36,0.2869,Fully Funded
SAV-00484,CUST-00484,809.78,14225.07,0.1677,Partially Funded
SAV-00485,CUST-00485,1359.89,29041.75,0.2283,Fully Funded
SAV-00486,CUST-00486,4912.36,220200.28,0.2463,Fully Funded
SAV-00487,CUST-00487,1163.64,41506.29,0.1381,Fully Funded
SAV-00488,CUST-00488,617.08,9999.66,0.1327,Low
SAV-00489,CUST-00489,303.58,23011.36,0.1067,Fully Funded
SAV-00490,CUST-00490,1889.62,134902.33,0.3358,Fully Funded
SAV-00491,CUST-00491,391.11,21100.9,0.1434,Fully Funded
SAV-00492,CUST-00492,673.28,34460.96,0.1389,Fully Funded
SAV-00493,CUST-00493,1041.53,70376.62,0.1617,Fully Funded
SAV-00494,CUST-00494,732.03,19673.02,0.1608,Partially Funded
SAV-00495,CUST-00495,594.65,41033.79,0.1139,Fully Funded
SAV-00496,CUST-00496,493.82,10844.66,0.0857,Low
SAV-00497,CUST-00497,1016.71,87290.13,0.2367,Fully Funded
SAV-00498,CUST-00498,884.6,59309.51,0.1683,Fully Funded
SAV-00499,CUST-00499,697.06,15250.37,0.1292,Partially Funded
SAV-00500,CUST-00500,1032.65,44825.35,0.2222,Fully Funded
SAV-00501,CUST-00501,1820.33,151772.83,0.2637,Fully Funded
SAV-00502,CUST-00502,848.22,10968.79,0.1642,Low
SAV-00503,CUST-00503,1058.39,15398.86,0.155,Partially Funded
SAV-00504,CUST-00504,1607.91,164996.16,0.1764,Fully Funded
SAV-00505,CUST-00505,177.85,17028.18,0.2093,Fully Funded
SAV-00506,CUST-00506,1080.57,28036.92,0.1324,Partially Funded
SAV-00507,CUST-00507,1585.93,79929.3,0.2116,Fully Funded
SAV-00508,CUST-00508,302.86,11244.43,0.0944,Partially Funded
SAV-00509,CUST-00509,1077.9,77226.65,0.2071,Fully Funded
SAV-00510,CUST-00510,1238.06,126216.9,0.1946,Fully Funded
SAV-00511,CUST-00511,717.18,50824.47,0.1279,Fully Funded
SAV-00512,CUST-00512,2378.06,148659.23,0.2155,Fully Funded
SAV-00513,CUST-00513,813.38,50188.84,0.135,Fully Funded
SAV-00514,CUST-00514,1271.79,43537.19,0.1691,Fully Funded
SAV-00515,CUST-00515,392.49,11920.75,0.1071,Partially Funded
SAV-00516,CUST-00516,1981.29,99016.18,0.197,Fully Funded
SAV-00517,CUST-00517,603.98,16015.49,0.1503,Partially Funded
SAV-00518,CUST-00518,548.03,14907.41,0.1518,Partially Funded
SAV-00519,CUST-00519,1539.33,71725.86,0.2157,Fully Funded
SAV-00520,CUST-00520,1638.8,77537.8,0.1752,Fully Funded
SAV-00521,CUST-00521,867.43,16657.56,0.1141,Low
SAV-00522,CUST-00522,2234.41,80490.05,0.1834,Fully Funded
SAV-00523,CUST-00523,1882.08,137519.28,0.1731,Fully Funded
SAV-00524,CUST-00524,1555.1,117490.51,0.2019,Fully Funded
SAV-00525,CUST-00525,582.43,45699.27,0.1346,Fully Funded
SAV-00526,CUST-00526,749.12,75666.66,0.1239,Fully Funded
SAV-00527,CUST-00527,929.81,77585.67,0.1154,Fully Funded
SAV-00528,CUST-00528,542.73,24021.6,0.1232,Fully Funded
SAV-00529,CUST-00529,1295.32,42548.2,0.1868,Fully Funded
SAV-00530,CUST-00530,1150.81,22857.0,0.1603,Partially Funded
SAV-00531,CUST-00531,1725.99,30158.02,0.1522,Partially Funded
SAV-00532,CUST-00532,423.29,44088.13,0.1214,Fully Funded
SAV-00533,CUST-00533,860.3,27486.4,0.149,Fully Funded
SAV-00534,CUST-00534,398.96,29656.89,0.089,Fully Funded
SAV-00535,CUST-00535,933.22,80190.98,0.1278,Fully Funded
SAV-00536,CUST-00536,757.28,23387.66,0.1215,Partially Funded
SAV-00537,CUST-00537,584.17,32039.87,0.1283,Fully Funded
SAV-00538,CUST-00538,1933.51,158433.01,0.2177,Fully Funded
SAV-00539,CUST-00539,2112.21,54833.1,0.1924,Fully Funded
SAV-00540,CUST-00540,1320.11,104337.43,0.242,Fully Funded
SAV-00541,CUST-00541,1422.27,66780.16,0.1383,Fully Funded
SAV-00542,CUST-00542,1290.86,122729.54,0.1768,Fully Funded
SAV-00543,CUST-00543,3071.74,85115.12,0.2688,Fully Funded
SAV-00544,CUST-00544,868.99,46363.02,0.1197,Fully Funded
SAV-00545,CUST-00545,429.19,26196.55,0.1598,Fully Funded
SAV-00546,CUST-00546,397.74,34814.03,0.1523,Fully Funded
SAV-00547,CUST-00547,2130.04,55436.59,0.1809,Fully Funded
SAV-00548,CUST-00548,563.62,58415.5,0.0953,Fully Funded
SAV-00549,CUST-00549,569.29,35247.53,0.0838,Fully Funded
SAV-00550,CUST-00550,434.95,20419.49,0.129,Fully Funded
SAV-00551,CUST-00551,111.68,9984.27,0.0659,Fully Funded
SAV-00552,CUST-00552,757.09,48278.63,0.1409,Fully Funded
SAV-00553,CUST-00553,1201.23,104404.46,0.1439,Fully Funded
SAV-00554,CUST-00554,764.4,31561.83,0.0654,Partially Funded
SAV-00555,CUST-00555,605.32,20386.24,0.137,Fully Funded
SAV-00556,CUST-00556,865.86,71735.02,0.0889,Fully Funded
SAV-00557,CUST-00557,252.17,15369.63,0.1188,Fully Funded
SAV-00558,CUST-00558,3186.99,217645.59,0.1568,Fully Funded
SAV-00559,CUST-00559,513.95,20683.39,0.1836,Fully Funded
SAV-00560,CUST-00560,696.36,29459.47,0.1292,Fully Funded
SAV-00561,CUST-00561,556.88,14478.94,0.1947,Fully Funded
SAV-00562,CUST-00562,1004.53,80055.7,0.1143,Fully Funded
SAV-00563,CUST-00563,541.18,25843.9,0.1009,Partially Funded
SAV-00564,CUST-00564,267.58,8910.91,0.1208,Partially Funded
SAV-00565,CUST-00565,924.8,16460.76,0.2351,Fully Funded
SAV-00566,CUST-00566,730.01,53865.09,0.1451,Fully Funded
SAV-00567,CUST-00567,868.83,44398.24,0.1327,Fully Funded
SAV-00568,CUST-00568,892.85,26063.54,0.1462,Partially Funded
SAV-00569,CUST-00569,325.19,21434.28,0.2258,Fully Funded
SAV-00570,CUST-00570,759.47,88412.74,0.1057,Fully Funded
SAV-00571,CUST-00571,804.22,12785.9,0.166,Partially Funded
SAV-00572,CUST-00572,1217.82,15801.82,0.1303,Low
SAV-00573,CUST-00573,1381.08,74255.16,0.2062,Fully Funded
SAV-00574,CUST-00574,889.25,80907.86,0.1702,Fully Funded
SAV-00575,CUST-00575,1275.48,41215.88,0.2072,Fully Funded
SAV-00576,CUST-00576,503.73,9675.29,0.111,Low
SAV-00577,CUST-00577,1042.09,73300.17,0.2097,Fully Funded
SAV-00578,CUST-00578,1438.65,34870.11,0.123,Partially Funded
SAV-00579,CUST-00579,511.65,27728.4,0.1083,Fully Funded
SAV-00580,CUST-00580,613.07,32717.28,0.1236,Fully Funded
SAV-00581,CUST-00581,1755.09,58067.92,0.2385,Fully Funded
SAV-00582,CUST-00582,838.67,42165.8,0.1376,Fully Funded
SAV-00583,CUST-00583,727.33,51937.95,0.1456,Fully Funded
SAV-00584,CUST-00584,1052.95,79295.3,0.1442,Fully Funded
SAV-00585,CUST-00585,532.96,15320.47,0.1476,Partially Funded
SAV-00586,CUST-00586,1586.4,135292.67,0.2347,Fully Funded
SAV-00587,CUST-00587,1037.87,59563.54,0.1487,Fully Funded
SAV-00588,CUST-00588,649.27,31785.75,0.243,Fully Funded
SAV-00589,CUST-00589,611.85,12936.14,0.1056,Low
SAV-00590,CUST-00590,323.04,6036.0,0.0968,Low
SAV-00591,CUST-00591,2300.24,209407.39,0.1869,Fully Funded
SAV-00592,CUST-00592,873.09,44218.74,0.2023,Fully Funded
SAV-00593,CUST-00593,2512.26,194377.85,0.2224,Fully Funded
SAV-00594,CUST-00594,1472.93,110116.99,0.1705,Fully Funded
SAV-00595,CUST-00595,307.54,14803.22,0.0873,Partially Funded
SAV-00596,CUST-00596,975.13,69241.02,0.1576,Fully Funded
SAV-00597,CUST-00597,2157.31,40783.25,0.2538,Fully Funded
SAV-00598,CUST-00598,1472.12,120047.36,0.2321,Fully Funded
SAV-00599,CUST-00599,1220.74,84941.27,0.1968,Fully Funded
SAV-00600,CUST-00600,2292.86,151307.73,0.214,Fully Funded
SAV-00601,CUST-00601,816.76,43136.19,0.2669,Fully Funded
SAV-00602,CUST-00602,995.73,68170.9,0.1137,Fully Funded
SAV-00603,CUST-00603,1091.14,128213.57,0.232,Fully Funded
SAV-00604,CUST-00604,704.67,21678.46,0.1524,Fully Funded
SAV-00605,CUST-00605,538.35,22412.65,0.1227,Fully Funded
SAV-00606,CUST-00606,551.98,43485.96,0.1055,Fully Funded
SAV-00607,CUST-00607,990.59,46481.11,0.2029,Fully Funded
SAV-00608,CUST-00608,766.88,27202.62,0.144,Fully Funded
SAV-00609,CUST-00609,1025.98,47430.21,0.1415,Fully Funded
SAV-00610,CUST-00610,814.1,68072.95,0.1247,Fully Funded
SAV-00611,CUST-00611,118.7,8560.48,0.0585,Partially Funded
SAV-00612,CUST-00612,2438.92,205547.88,0.1997,Fully Funded
SAV-00613,CUST-00613,492.48,29975.7,0.1511,Fully Funded
SAV-00614,CUST-00614,1161.52,121774.21,0.1986,Fully Funded
SAV-00615,CUST-00615,172.19,2973.18,0.2066,Partially Funded
SAV-00616,CUST-00616,702.18,78830.75,0.1348,Fully Funded
SAV-00617,CUST-00617,995.92,28725.04,0.1158,Partially Funded
SAV-00618,CUST-00618,660.59,62874.99,0.1533,Fully Funded
SAV-00619,CUST-00619,917.87,65867.89,0.1577,Fully Funded
SAV-00620,CUST-00620,184.72,6668.6,0.1571,Fully Funded
SAV-00621,CUST-00621,1065.83,107771.85,0.1637,Fully Funded
SAV-00622,CUST-00622,478.07,20809.08,0.1902,Fully Funded
SAV-00623,CUST-00623,475.75,46716.68,0.092,Fully Funded
SAV-00624,CUST-00624,1039.33,75973.39,0.1251,Fully Funded
SAV-00625,CUST-00625,1465.22,47270.51,0.1817,Fully Funded
SAV-00626,CUST-00626,549.95,6703.65,0.197,Partially Funded
SAV-00627,CUST-00627,726.85,34243.14,0.1949,Fully Funded
SAV-00628,CUST-00628,1112.54,47424.68,0.2555,Fully Funded
SAV-00629,CUST-00629,382.55,4165.68,0.0839,Low
SAV-00630,CUST-00630,1400.34,107471.53,0.0953,Fully Funded
SAV-00631,CUST-00631,312.31,30587.88,0.1209,Fully Funded
SAV-00632,CUST-00632,547.87,45609.86,0.1222,Fully Funded
SAV-00633,CUST-00633,332.41,11358.34,0.0911,Partially Funded
SAV-00634,CUST-00634,1199.35,39710.15,0.2012,Fully Funded
SAV-00635,CUST-00635,494.7,10284.21,0.1592,Partially Funded
SAV-00636,CUST-00636,88.83,5606.82,0.103,Fully Funded
SAV-00637,CUST-00637,235.3,12510.55,0.1944,Fully Funded
SAV-00638,CUST-00638,2227.88,216531.81,0.1958,Fully Funded
SAV-00639,CUST-00639,1118.67,25836.29,0.1313,Partially Funded
SAV-00640,CUST-00640,555.39,12764.01,0.1041,Partially Funded
SAV-00641,CUST-00641,1972.98,42633.64,0.17,Partially Funded
SAV-00642,CUST-00642,1770.38,150647.41,0.1488,Fully Funded
SAV-00643,CUST-00643,396.25,27052.89,0.0817,Fully Funded
SAV-00644,CUST-00644,194.48,10866.27,0.1241,Fully Funded
SAV-00645,CUST-00645,1005.07,16716.23,0.1986,Partially Funded
SAV-00646,CUST-00646,1694.41,27745.17,0.1855,Partially Funded
SAV-00647,CUST-00647,1164.95,98469.07,0.1173,Fully Funded
SAV-00648,CUST-00648,225.06,7396.58,0.2867,Fully Funded
SAV-00649,CUST-00649,1751.48,81618.55,0.1695,Fully Funded
SAV-00650,CUST-00650,674.81,51576.51,0.0944,Fully Funded
SAV-00651,CUST-00651,2119.31,200270.33,0.1946,Fully Funded
SAV-00652,CUST-00652,420.79,20177.57,0.0576,Partially Funded
SAV-00653,CUST-00653,694.0,27112.87,0.0927,Partially Funded
SAV-00654,CUST-00654,774.75,37731.15,0.2029,Fully Funded
SAV-00655,CUST-00655,1105.23,13875.89,0.1861,Partially Funded
SAV-00656,CUST-00656,1057.46,71346.23,0.1685,Fully Funded
SAV-00657,CUST-00657,354.57,17580.65,0.1008,Fully Funded
SAV-00658,CUST-00658,144.71,1729.1,0.1675,Low
SAV-00659,CUST-00659,485.73,26571.54,0.1222,Fully Funded
SAV-00660,CUST-00660,666.61,49934.09,0.2135,Fully Funded
SAV-00661,CUST-00661,1150.65,37662.44,0.1126,Partially Funded
SAV-00662,CUST-00662,998.09,22746.81,0.1747,Partially Funded
SAV-00663,CUST-00663,167.61,6795.17,0.1342,Fully Funded
SAV-00664,CUST-00664,507.01,9612.93,0.1444,Partially Funded
SAV-00665,CUST-00665,1241.39,36430.03,0.1338,Partially Funded
SAV-00666,CUST-00666,704.25,44507.79,0.0826,Partially Funded
SAV-00667,CUST-00667,582.95,22341.51,0.1755,Fully Funded
SAV-00668,CUST-00668,1542.84,84061.99,0.2345,Fully Funded
SAV-00669,CUST-00669,1058.75,25464.33,0.1943,Fully Funded
SAV-00670,CUST-00670,643.73,14844.08,0.1497,Partially Funded
SAV-00671,CUST-00671,610.35,70565.71,0.085,Fully Funded
SAV-00672,CUST-00672,905.36,48525.11,0.1374,Fully Funded
SAV-00673,CUST-00673,390.78,26136.18,0.1014,Fully Funded
SAV-00674,CUST-00674,879.38,15093.07,0.106,Low
SAV-00675,CUST-00675,756.55,48244.47,0.1224,Fully Funded
SAV-00676,CUST-00676,1426.5,102099.16,0.1581,Fully Funded
SAV-00677,CUST-00677,447.82,38160.28,0.0945,Fully Funded
SAV-00678,CUST-00678,2547.98,181776.06,0.2065,Fully Funded
SAV-00679,CUST-00679,801.4,42819.3,0.1493,Fully Funded
SAV-00680,CUST-00680,1472.52,76073.79,0.2022,Fully Funded
SAV-00681,CUST-00681,579.27,8622.92,0.1204,Low
SAV-00682,CUST-00682,543.62,31934.1,0.1085,Fully Funded
SAV-00683,CUST-00683,424.88,20674.54,0.0534,Low
SAV-00684,CUST-00684,422.93,20289.97,0.0591,Partially Funded
SAV-00685,CUST-00685,1127.37,80747.65,0.2092,Fully Funded
SAV-00686,CUST-00686,541.08,50005.29,0.1051,Fully Funded
SAV-00687,CUST-00687,866.2,21351.15,0.2203,Fully Funded
SAV-00688,CUST-00688,2817.56,123953.09,0.2138,Fully Funded
SAV-00689,CUST-00689,830.33,36737.7,0.1456,Fully Funded
SAV-00690,CUST-00690,1878.71,52282.41,0.2821,Fully Funded
SAV-00691,CUST-00691,180.06,11701.86,0.1813,Fully Funded
SAV-00692,CUST-00692,991.27,56351.15,0.1944,Fully Funded
SAV-00693,CUST-00693,748.98,35173.9,0.1306,Fully Funded
SAV-00694,CUST-00694,690.55,19394.27,0.0906,Partially Funded
SAV-00695,CUST-00695,616.51,51248.64,0.1738,Fully Funded
SAV-00696,CUST-00696,1091.25,124226.05,0.1025,Fully Funded
SAV-00697,CUST-00697,363.82,25718.76,0.09,Fully Funded
SAV-00698,CUST-00698,539.38,28754.37,0.1447,Fully Funded
SAV-00699,CUST-00699,697.05,57357.27,0.1694,Fully Funded
SAV-00700,CUST-00700,529.2,18178.12,0.096,Partially Funded
SAV-00701,CUST-00701,1468.82,124522.63,0.1701,Fully Funded
SAV-00702,CUST-00702,680.32,16656.99,0.1292,Partially Funded
SAV-00703,CUST-00703,568.02,30721.18,0.129,Fully Funded
SAV-00704,CUST-00704,1210.47,14815.17,0.0886,Low
SAV-00705,CUST-00705,1197.7,85023.36,0.1377,Fully Funded
SAV-00706,CUST-00706,694.55,56967.51,0.0963,Fully Funded
SAV-00707,CUST-00707,978.25,52550.88,0.084,Partially Funded
SAV-00708,CUST-00708,802.3,40224.42,0.1911,Fully Funded
SAV-00709,CUST-00709,444.07,31048.86,0.1108,Fully Funded
SAV-00710,CUST-00710,411.35,19392.32,0.1232,Fully Funded
SAV-00711,CUST-00711,1005.96,52037.53,0.1647,Fully Funded
SAV-00712,CUST-00712,1751.18,121853.17,0.1523,Fully Funded
SAV-00713,CUST-00713,1159.49,64559.28,0.3017,Fully Funded
SAV-00714,CUST-00714,491.34,45597.46,0.1027,Fully Funded
SAV-00715,CUST-00715,398.27,22513.81,0.0636,Partially Funded
SAV-00716,CUST-00716,498.05,49313.0,0.1075,Fully Funded
SAV-00717,CUST-00717,1048.2,94204.74,0.2746,Fully Funded
SAV-00718,CUST-00718,1334.52,83643.03,0.2115,Fully Funded
SAV-00719,CUST-00719,230.32,9273.25,0.197,Fully Funded
SAV-00720,CUST-00720,429.67,9972.09,0.1039,Partially Funded
SAV-00721,CUST-00721,353.42,5575.09,0.1064,Low
SAV-00722,CUST-00722,641.86,59398.4,0.1393,Fully Funded
SAV-00723,CUST-00723,158.15,11462.6,0.1387,Fully Funded
SAV-00724,CUST-00724,1073.81,32378.83,0.168,Fully Funded
SAV-00725,CUST-00725,2525.86,223615.0,0.1924,Fully Funded
SAV-00726,CUST-00726,611.91,19204.27,0.1088,Partially Funded
SAV-00727,CUST-00727,1704.72,37696.56,0.1189,Partially Funded
SAV-00728,CUST-00728,212.52,16410.82,0.0829,Fully Funded
SAV-00729,CUST-00729,446.66,27767.55,0.1567,Fully Funded
SAV-00730,CUST-00730,535.71,45238.79,0.1456,Fully Funded
SAV-00731,CUST-00731,2713.5,79782.18,0.247,Fully Funded
SAV-00732,CUST-00732,1117.41,35368.94,0.2179,Fully Funded
SAV-00733,CUST-00733,579.51,31411.98,0.2001,Fully Funded
SAV-00734,CUST-00734,2137.58,98853.14,0.1288,Fully Funded
SAV-00735,CUST-00735,960.99,65751.49,0.2467,Fully Funded
SAV-00736,CUST-00736,1527.61,27879.15,0.2266,Partially Funded
SAV-00737,CUST-00737,579.07,12302.9,0.1817,Partially Funded
SAV-00738,CUST-00738,845.06,58308.26,0.2763,Fully Funded
SAV-00739,CUST-00739,1042.71,101281.67,0.153,Fully Funded
SAV-00740,CUST-00740,1990.92,36549.69,0.1986,Partially Funded
SAV-00741,CUST-00741,1652.95,110698.85,0.1379,Fully Funded
SAV-00742,CUST-00742,1830.63,100435.55,0.2621,Fully Funded
SAV-00743,CUST-00743,2904.53,124567.32,0.1763,Fully Funded
SAV-00744,CUST-00744,459.48,21436.45,0.0788,Partially Funded
SAV-00745,CUST-00745,912.63,91379.23,0.23,Fully Funded
SAV-00746,CUST-00746,2239.01,168684.66,0.2381,Fully Funded
SAV-00747,CUST-00747,805.39,74604.66,0.1895,Fully Funded
SAV-00748,CUST-00748,1208.7,90496.96,0.1483,Fully Funded
SAV-00749,CUST-00749,1502.31,21324.73,0.1907,Partially Funded
SAV-00750,CUST-00750,174.25,13223.34,0.1259,Fully Funded
SAV-00751,CUST-00751,861.09,47310.68,0.1525,Fully Funded
SAV-00752,CUST-00752,786.43,81793.78,0.0871,Fully Funded
SAV-00753,CUST-00753,2065.02,115552.91,0.1997,Fully Funded
SAV-00754,CUST-00754,387.33,20158.05,0.1084,Fully Funded
SAV-00755,CUST-00755,247.21,7553.56,0.1884,Fully Funded
SAV-00756,CUST-00756,951.86,62344.73,0.1499,Fully Funded
SAV-00757,CUST-00757,825.18,52464.55,0.1783,Fully Funded
SAV-00758,CUST-00758,726.12,50237.36,0.1925,Fully Funded
SAV-00759,CUST-00759,723.43,39024.19,0.1314,Fully Funded
SAV-00760,CUST-00760,1246.1,100406.41,0.2149,Fully Funded
SAV-00761,CUST-00761,756.34,26584.7,0.1358,Fully Funded
SAV-00762,CUST-00762,475.55,20307.23,0.0922,Partially Funded
SAV-00763,CUST-00763,590.03,7933.8,0.1123,Low
SAV-00764,CUST-00764,142.01,7246.83,0.1314,Fully Funded
SAV-00765,CUST-00765,748.27,34234.54,0.1559,Fully Funded
SAV-00766,CUST-00766,4995.37,483308.1,0.2801,Fully Funded
SAV-00767,CUST-00767,1244.67,95441.28,0.1976,Fully Funded
SAV-00768,CUST-00768,381.61,21252.77,0.1378,Fully Funded
SAV-00769,CUST-00769,1626.87,15602.66,0.1401,Low
SAV-00770,CUST-00770,1197.45,26236.14,0.1884,Fully Funded
SAV-00771,CUST-00771,1431.11,70895.56,0.1613,Fully Funded
SAV-00772,CUST-00772,572.49,53766.91,0.1284,Fully Funded
SAV-00773,CUST-00773,529.78,13868.65,0.0634,Low
SAV-00774,CUST-00774,649.38,70767.71,0.1181,Fully Funded
SAV-00775,CUST-00775,687.67,48844.87,0.1024,Fully Funded
SAV-00776,CUST-00776,1104.5,64069.94,0.155,Fully Funded
SAV-00777,CUST-00777,640.33,69399.32,0.1427,Fully Funded
SAV-00778,CUST-00778,677.88,21239.27,0.1352,Partially Funded
SAV-00779,CUST-00779,860.74,41647.77,0.1302,Fully Funded
SAV-00780,CUST-00780,1046.9,28603.74,0.1492,Fully Funded
SAV-00781,CUST-00781,117.6,5209.25,0.0969,Partially Funded
SAV-00782,CUST-00782,375.88,16073.41,0.1691,Fully Funded
SAV-00783,CUST-00783,644.79,54192.92,0.1106,Fully Funded
SAV-00784,CUST-00784,554.02,19575.69,0.1255,Partially Funded
SAV-00785,CUST-00785,1346.54,54699.48,0.1541,Fully Funded
SAV-00786,CUST-00786,447.98,26826.6,0.0744,Partially Funded
