credit_id,customer_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category
CRED-00407,CUST-00407,748,On-Time,1,0.39,Medium Risk
CRED-00408,CUST-00408,735,On-Time,2,0.42,Medium Risk
CRED-00409,CUST-00409,637,Occasional Late,2,0.84,High Risk
CRED-00410,CUST-00410,525,Default Risk,4,0.8,Very High Risk
CRED-00411,CUST-00411,693,On-Time,0,0.32,Medium Risk
CRED-00412,CUST-00412,578,Default Risk,7,0.8,Very High Risk
CRED-00413,CUST-00413,698,On-Time,0,0.21,Medium Risk
CRED-00414,CUST-00414,678,On-Time,0,0.22,Medium Risk
CRED-00415,CUST-00415,561,Frequently Late,10,0.71,Very High Risk
CRED-00416,CUST-00416,698,On-Time,0,0.38,Medium Risk
CRED-00417,CUST-00417,618,Frequently Late,1,0.72,High Risk
CRED-00418,CUST-00418,726,On-Time,0,0.46,Medium Risk
CRED-00419,CUST-00419,689,On-Time,2,0.2,Medium Risk
CRED-00420,CUST-00420,762,On-Time,0,0.1,Low Risk
CRED-00421,CUST-00421,589,Occasional Late,2,0.73,High Risk
CRED-00422,CUST-00422,726,On-Time,0,0.38,Medium Risk
CRED-00423,CUST-00423,636,Occasional Late,3,0.52,High Risk
CRED-00424,CUST-00424,726,On-Time,0,0.35,Medium Risk
CRED-00425,CUST-00425,744,On-Time,0,0.34,Medium Risk
CRED-00426,CUST-00426,607,Frequently Late,2,0.52,High Risk
CRED-00427,CUST-00427,652,Occasional Late,3,0.68,High Risk
CRED-00428,CUST-00428,500,Default Risk,11,0.98,Very High Risk
CRED-00429,CUST-00429,647,Occasional Late,3,0.55,High Risk
CRED-00430,CUST-00430,757,On-Time,0,0.09,Low Risk
CRED-00431,CUST-00431,687,On-Time,1,0.5,Medium Risk
CRED-00432,CUST-00432,675,On-Time,0,0.26,Medium Risk
CRED-00433,CUST-00433,670,Occasional Late,0,0.25,Medium Risk
CRED-00434,CUST-00434,656,Occasional Late,1,0.65,High Risk
CRED-00435,CUST-00435,762,On-Time,0,0.2,Low Risk
CRED-00436,CUST-00436,702,On-Time,1,0.44,Medium Risk
CRED-00437,CUST-00437,677,On-Time,0,0.34,Medium Risk
CRED-00438,CUST-00438,694,Occasional Late,0,0.23,Medium Risk
CRED-00439,CUST-00439,753,On-Time,0,0.11,Low Risk
CRED-00440,CUST-00440,745,Occasional Late,0,0.32,Medium Risk
CRED-00441,CUST-00441,686,On-Time,0,0.3,Medium Risk
CRED-00442,CUST-00442,778,On-Time,0,0.12,Low Risk
CRED-00443,CUST-00443,785,On-Time,0,0.15,Low Risk
CRED-00444,CUST-00444,657,Occasional Late,4,0.73,High Risk
CRED-00445,CUST-00445,764,On-Time,0,0.09,Low Risk
CRED-00446,CUST-00446,736,Occasional Late,0,0.3,Medium Risk
CRED-00447,CUST-00447,639,Frequently Late,1,0.56,High Risk
CRED-00448,CUST-00448,702,On-Time,0,0.38,Medium Risk
CRED-00449,CUST-00449,673,On-Time,1,0.35,Medium Risk
CRED-00450,CUST-00450,764,On-Time,0,0.08,Low Risk
CRED-00451,CUST-00451,740,On-Time,0,0.33,Medium Risk
CRED-00452,CUST-00452,706,On-Time,2,0.25,Medium Risk
CRED-00453,CUST-00453,583,Frequently Late,3,0.77,High Risk
CRED-00454,CUST-00454,717,On-Time,2,0.5,Medium Risk
CRED-00455,CUST-00455,753,On-Time,0,0.21,Low Risk
CRED-00456,CUST-00456,609,Occasional Late,3,0.83,High Risk
CRED-00457,CUST-00457,783,On-Time,0,0.07,Low Risk
CRED-00458,CUST-00458,707,On-Time,0,0.35,Medium Risk
CRED-00459,CUST-00459,721,On-Time,1,0.26,Medium Risk
CRED-00460,CUST-00460,767,On-Time,0,0.1,Low Risk
CRED-00461,CUST-00461,647,Occasional Late,3,0.52,High Risk
CRED-00462,CUST-00462,727,On-Time,0,0.21,Medium Risk
CRED-00463,CUST-00463,619,Occasional Late,2,0.58,High Risk
CRED-00464,CUST-00464,745,On-Time,0,0.34,Medium Risk
CRED-00465,CUST-00465,557,Frequently Late,4,0.84,Very High Risk
CRED-00466,CUST-00466,712,On-Time,1,0.29,Medium Risk
CRED-00467,CUST-00467,710,On-Time,1,0.48,Medium Risk
CRED-00468,CUST-00468,580,Occasional Late,1,0.7,High Risk
CRED-00469,CUST-00469,676,On-Time,0,0.31,Medium Risk
CRED-00470,CUST-00470,696,On-Time,0,0.45,Medium Risk
CRED-00471,CUST-00471,709,On-Time,1,0.22,Medium Risk
CRED-00472,CUST-00472,673,Occasional Late,0,0.23,Medium Risk
CRED-00473,CUST-00473,755,On-Time,0,0.2,Low Risk
CRED-00474,CUST-00474,738,On-Time,1,0.2,Medium Risk
CRED-00475,CUST-00475,714,Occasional Late,0,0.25,Medium Risk
CRED-00476,CUST-00476,718,Occasional Late,0,0.39,Medium Risk
CRED-00477,CUST-00477,735,Occasional Late,2,0.5,Medium Risk
CRED-00478,CUST-00478,782,On-Time,0,0.22,Low Risk
CRED-00479,CUST-00479,583,Occasional Late,2,0.83,High Risk
CRED-00480,CUST-00480,692,On-Time,1,0.49,Medium Risk
CRED-00481,CUST-00481,623,Occasional Late,2,0.81,High Risk
CRED-00482,CUST-00482,640,Occasional Late,4,0.64,High Risk
CRED-00483,CUST-00483,726,On-Time,0,0.29,Medium Risk
CRED-00484,CUST-00484,714,On-Time,0,0.21,Medium Risk
CRED-00485,CUST-00485,753,On-Time,0,0.22,Low Risk
CRED-00486,CUST-00486,735,Occasional Late,0,0.31,Medium Risk
CRED-00487,CUST-00487,607,Occasional Late,1,0.57,High Risk
CRED-00488,CUST-00488,605,Occasional Late,2,0.75,High Risk
CRED-00489,CUST-00489,712,On-Time,0,0.49,Medium Risk
CRED-00490,CUST-00490,810,On-Time,0,0.22,Low Risk
CRED-00491,CUST-00491,775,On-Time,0,0.24,Low Risk
CRED-00492,CUST-00492,606,Occasional Late,2,0.66,High Risk
CRED-00493,CUST-00493,672,On-Time,0,0.46,Medium Risk
CRED-00494,CUST-00494,743,On-Time,0,0.22,Medium Risk
CRED-00495,CUST-00495,680,On-Time,1,0.21,Medium Risk
CRED-00496,CUST-00496,667,Occasional Late,2,0.74,High Risk
CRED-00497,CUST-00497,743,Occasional Late,0,0.42,Medium Risk
CRED-00498,CUST-00498,669,Frequently Late,4,0.74,High Risk
CRED-00499,CUST-00499,697,Occasional Late,2,0.2,Medium Risk
CRED-00500,CUST-00500,734,On-Time,0,0.24,Medium Risk
CRED-00501,CUST-00501,658,Occasional Late,1,0.72,High Risk
CRED-00502,CUST-00502,737,On-Time,0,0.3,Medium Risk
CRED-00503,CUST-00503,835,On-Time,0,0.2,Low Risk
CRED-00504,CUST-00504,659,Frequently Late,4,0.66,High Risk
CRED-00505,CUST-00505,631,Occasional Late,1,0.48,High Risk
CRED-00506,CUST-00506,743,On-Time,2,0.49,Medium Risk
CRED-00507,CUST-00507,670,Occasional Late,0,0.43,Medium Risk
CRED-00508,CUST-00508,708,On-Time,0,0.41,Medium Risk
CRED-00509,CUST-00509,775,On-Time,0,0.23,Low Risk
CRED-00510,CUST-00510,822,On-Time,0,0.11,Low Risk
CRED-00511,CUST-00511,787,On-Time,0,0.09,Low Risk
CRED-00512,CUST-00512,716,On-Time,0,0.21,Medium Risk
CRED-00513,CUST-00513,615,Frequently Late,1,0.83,High Risk
CRED-00514,CUST-00514,758,On-Time,0,0.11,Low Risk
CRED-00515,CUST-00515,622,Frequently Late,3,0.75,High Risk
CRED-00516,CUST-00516,763,On-Time,0,0.09,Low Risk
CRED-00517,CUST-00517,696,Occasional Late,0,0.4,Medium Risk
CRED-00518,CUST-00518,704,On-Time,0,0.22,Medium Risk
CRED-00519,CUST-00519,661,Occasional Late,4,0.52,High Risk
CRED-00520,CUST-00520,724,On-Time,0,0.41,Medium Risk
CRED-00521,CUST-00521,700,On-Time,1,0.36,Medium Risk
CRED-00522,CUST-00522,685,On-Time,1,0.32,Medium Risk
CRED-00523,CUST-00523,667,Frequently Late,3,0.73,High Risk
CRED-00524,CUST-00524,712,On-Time,0,0.23,Medium Risk
CRED-00525,CUST-00525,727,On-Time,0,0.3,Medium Risk
CRED-00526,CUST-00526,669,Occasional Late,4,0.51,High Risk
CRED-00527,CUST-00527,674,Occasional Late,0,0.21,Medium Risk
CRED-00528,CUST-00528,481,Frequently Late,10,0.79,Very High Risk
CRED-00529,CUST-00529,633,Frequently Late,4,0.62,High Risk
CRED-00530,CUST-00530,723,On-Time,0,0.24,Medium Risk
CRED-00531,CUST-00531,628,Occasional Late,2,0.81,High Risk
CRED-00532,CUST-00532,454,Frequently Late,9,0.73,Very High Risk
CRED-00533,CUST-00533,682,On-Time,0,0.48,Medium Risk
CRED-00534,CUST-00534,721,On-Time,0,0.45,Medium Risk
CRED-00535,CUST-00535,694,On-Time,0,0.27,Medium Risk
CRED-00536,CUST-00536,517,Frequently Late,11,0.97,Very High Risk
CRED-00537,CUST-00537,592,Occasional Late,1,0.8,High Risk
CRED-00538,CUST-00538,809,On-Time,0,0.09,Low Risk
CRED-00539,CUST-00539,812,On-Time,0,0.16,Low Risk
CRED-00540,CUST-00540,710,On-Time,1,0.23,Medium Risk
CRED-00541,CUST-00541,760,On-Time,0,0.18,Low Risk
CRED-00542,CUST-00542,678,Occasional Late,0,0.39,Medium Risk
CRED-00543,CUST-00543,789,On-Time,0,0.09,Low Risk
CRED-00544,CUST-00544,736,Occasional Late,0,0.45,Medium Risk
CRED-00545,CUST-00545,717,Occasional Late,0,0.28,Medium Risk
CRED-00546,CUST-00546,713,On-Time,1,0.39,Medium Risk
CRED-00547,CUST-00547,769,On-Time,0,0.24,Low Risk
CRED-00548,CUST-00548,676,Occasional Late,2,0.39,Medium Risk
CRED-00549,CUST-00549,720,On-Time,0,0.27,Medium Risk
CRED-00550,CUST-00550,710,On-Time,0,0.25,Medium Risk
CRED-00551,CUST-00551,706,On-Time,0,0.28,Medium Risk
CRED-00552,CUST-00552,646,Occasional Late,1,0.48,High Risk
CRED-00553,CUST-00553,729,On-Time,0,0.38,Medium Risk
CRED-00554,CUST-00554,564,Default Risk,8,0.89,Very High Risk
CRED-00555,CUST-00555,730,On-Time,0,0.41,Medium Risk
CRED-00556,CUST-00556,639,Frequently Late,2,0.59,High Risk
CRED-00557,CUST-00557,701,Occasional Late,2,0.34,Medium Risk
CRED-00558,CUST-00558,729,On-Time,0,0.46,Medium Risk
CRED-00559,CUST-00559,738,On-Time,0,0.36,Medium Risk
CRED-00560,CUST-00560,781,On-Time,0,0.13,Low Risk
CRED-00561,CUST-00561,690,On-Time,1,0.22,Medium Risk
CRED-00562,CUST-00562,619,Frequently Late,1,0.49,High Risk
CRED-00563,CUST-00563,823,On-Time,1,0.11,Low Risk
CRED-00564,CUST-00564,712,On-Time,0,0.44,Medium Risk
CRED-00565,CUST-00565,416,Default Risk,11,0.72,Very High Risk
CRED-00566,CUST-00566,616,Frequently Late,2,0.61,High Risk
CRED-00567,CUST-00567,676,On-Time,0,0.44,Medium Risk
CRED-00568,CUST-00568,700,Occasional Late,0,0.47,Medium Risk
CRED-00569,CUST-00569,747,Occasional Late,0,0.36,Medium Risk
CRED-00570,CUST-00570,737,On-Time,2,0.3,Medium Risk
CRED-00571,CUST-00571,716,Occasional Late,0,0.27,Medium Risk
CRED-00572,CUST-00572,716,On-Time,1,0.37,Medium Risk
CRED-00573,CUST-00573,702,Occasional Late,2,0.27,Medium Risk
CRED-00574,CUST-00574,704,Occasional Late,1,0.29,Medium Risk
CRED-00575,CUST-00575,692,Occasional Late,2,0.36,Medium Risk
CRED-00576,CUST-00576,743,On-Time,0,0.38,Medium Risk
CRED-00577,CUST-00577,768,On-Time,0,0.12,Low Risk
CRED-00578,CUST-00578,688,On-Time,0,0.24,Medium Risk
CRED-00579,CUST-00579,742,On-Time,1,0.26,Medium Risk
CRED-00580,CUST-00580,751,On-Time,1,0.21,Low Risk
CRED-00581,CUST-00581,812,On-Time,0,0.17,Low Risk
CRED-00582,CUST-00582,739,Occasional Late,0,0.31,Medium Risk
CRED-00583,CUST-00583,730,On-Time,0,0.4,Medium Risk
CRED-00584,CUST-00584,701,On-Time,0,0.4,Medium Risk
CRED-00585,CUST-00585,709,Occasional Late,0,0.33,Medium Risk
CRED-00586,CUST-00586,789,On-Time,0,0.25,Low Risk
CRED-00587,CUST-00587,590,Frequently Late,4,0.78,High Risk
CRED-00588,CUST-00588,789,On-Time,0,0.17,Low Risk
CRED-00589,CUST-00589,654,Occasional Late,4,0.83,High Risk
CRED-00590,CUST-00590,300,Default Risk,10,0.79,Very High Risk
CRED-00591,CUST-00591,729,On-Time,0,0.3,Medium Risk
CRED-00592,CUST-00592,695,Occasional Late,1,0.47,Medium Risk
CRED-00593,CUST-00593,698,Occasional Late,0,0.23,Medium Risk
CRED-00594,CUST-00594,728,Occasional Late,0,0.25,Medium Risk
CRED-00595,CUST-00595,622,Frequently Late,4,0.56,High Risk
CRED-00596,CUST-00596,688,Occasional Late,0,0.37,Medium Risk
CRED-00597,CUST-00597,740,Occasional Late,0,0.26,Medium Risk
CRED-00598,CUST-00598,656,Occasional Late,4,0.56,High Risk
CRED-00599,CUST-00599,720,On-Time,0,0.48,Medium Risk
CRED-00600,CUST-00600,755,On-Time,1,0.22,Low Risk
CRED-00601,CUST-00601,746,On-Time,1,0.35,Medium Risk
CRED-00602,CUST-00602,729,Occasional Late,0,0.46,Medium Risk
CRED-00603,CUST-00603,748,On-Time,0,0.47,Medium Risk
CRED-00604,CUST-00604,733,Occasional Late,0,0.29,Medium Risk
CRED-00605,CUST-00605,694,On-Time,0,0.22,Medium Risk
CRED-00606,CUST-00606,750,On-Time,0,0.13,Low Risk
CRED-00607,CUST-00607,765,On-Time,0,0.15,Low Risk
CRED-00608,CUST-00608,727,On-Time,0,0.36,Medium Risk
CRED-00609,CUST-00609,773,On-Time,0,0.17,Low Risk
CRED-00610,CUST-00610,734,On-Time,0,0.4,Medium Risk
CRED-00611,CUST-00611,642,Frequently Late,3,0.83,High Risk
CRED-00612,CUST-00612,686,On-Time,0,0.45,Medium Risk
CRED-00613,CUST-00613,809,On-Time,0,0.23,Low Risk
CRED-00614,CUST-00614,698,On-Time,0,0.48,Medium Risk
CRED-00615,CUST-00615,739,On-Time,0,0.32,Medium Risk
CRED-00616,CUST-00616,651,Occasional Late,1,0.53,High Risk
CRED-00617,CUST-00617,505,Default Risk,5,0.87,Very High Risk
CRED-00618,CUST-00618,594,Occasional Late,1,0.49,High Risk
CRED-00619,CUST-00619,715,On-Time,0,0.21,Medium Risk
CRED-00620,CUST-00620,711,Occasional Late,0,0.34,Medium Risk
CRED-00621,CUST-00621,771,On-Time,0,0.12,Low Risk
CRED-00622,CUST-00622,712,Occasional Late,0,0.25,Medium Risk
CRED-00623,CUST-00623,653,Occasional Late,1,0.71,High Risk
CRED-00624,CUST-00624,707,On-Time,0,0.32,Medium Risk
CRED-00625,CUST-00625,743,Occasional Late,1,0.2,Medium Risk
CRED-00626,CUST-00626,777,On-Time,0,0.23,Low Risk
CRED-00627,CUST-00627,549,Frequently Late,10,0.94,Very High Risk
CRED-00628,CUST-00628,692,Occasional Late,1,0.2,Medium Risk
CRED-00629,CUST-00629,559,Default Risk,7,0.76,Very High Risk
CRED-00630,CUST-00630,703,On-Time,0,0.26,Medium Risk
CRED-00631,CUST-00631,631,Frequently Late,1,0.59,High Risk
CRED-00632,CUST-00632,699,On-Time,1,0.26,Medium Risk
CRED-00633,CUST-00633,543,Frequently Late,8,0.79,Very High Risk
CRED-00634,CUST-00634,583,Frequently Late,2,0.81,High Risk
CRED-00635,CUST-00635,751,On-Time,0,0.24,Low Risk
CRED-00636,CUST-00636,680,On-Time,0,0.33,Medium Risk
CRED-00637,CUST-00637,665,Occasional Late,1,0.62,High Risk
CRED-00638,CUST-00638,729,On-Time,0,0.4,Medium Risk
CRED-00639,CUST-00639,680,On-Time,0,0.46,Medium Risk
CRED-00640,CUST-00640,769,On-Time,0,0.11,Low Risk
CRED-00641,CUST-00641,676,Occasional Late,1,0.44,Medium Risk
CRED-00642,CUST-00642,714,On-Time,0,0.36,Medium Risk
CRED-00643,CUST-00643,502,Default Risk,10,0.84,Very High Risk
CRED-00644,CUST-00644,768,On-Time,0,0.23,Low Risk
CRED-00645,CUST-00645,570,Frequently Late,5,0.96,Very High Risk
CRED-00646,CUST-00646,646,Occasional Late,1,0.52,High Risk
CRED-00647,CUST-00647,688,Occasional Late,0,0.31,Medium Risk
CRED-00648,CUST-00648,798,On-Time,0,0.19,Low Risk
CRED-00649,CUST-00649,788,On-Time,0,0.07,Low Risk
CRED-00650,CUST-00650,684,On-Time,1,0.45,Medium Risk
CRED-00651,CUST-00651,795,On-Time,0,0.13,Low Risk
CRED-00652,CUST-00652,624,Frequently Late,1,0.55,High Risk
CRED-00653,CUST-00653,683,On-Time,0,0.42,Medium Risk
CRED-00654,CUST-00654,394,Frequently Late,5,0.85,Very High Risk
CRED-00655,CUST-00655,757,On-Time,0,0.1,Low Risk
CRED-00656,CUST-00656,709,On-Time,2,0.24,Medium Risk
CRED-00657,CUST-00657,723,Occasional Late,0,0.41,Medium Risk
CRED-00658,CUST-00658,790,On-Time,0,0.12,Low Risk
CRED-00659,CUST-00659,725,Occasional Late,1,0.22,Medium Risk
CRED-00660,CUST-00660,715,On-Time,0,0.41,Medium Risk
CRED-00661,CUST-00661,779,On-Time,0,0.23,Low Risk
CRED-00662,CUST-00662,794,On-Time,0,0.2,Low Risk
CRED-00663,CUST-00663,719,Occasional Late,0,0.32,Medium Risk
CRED-00664,CUST-00664,725,Occasional Late,0,0.24,Medium Risk
CRED-00665,CUST-00665,808,On-Time,1,0.19,Low Risk
CRED-00666,CUST-00666,650,Frequently Late,1,0.47,High Risk
CRED-00667,CUST-00667,757,On-Time,0,0.19,Low Risk
CRED-00668,CUST-00668,678,On-Time,1,0.38,Medium Risk
CRED-00669,CUST-00669,720,On-Time,1,0.41,Medium Risk
CRED-00670,CUST-00670,704,Occasional Late,0,0.33,Medium Risk
CRED-00671,CUST-00671,725,Occasional Late,0,0.46,Medium Risk
CRED-00672,CUST-00672,520,Default Risk,11,0.93,Very High Risk
CRED-00673,CUST-00673,567,Frequently Late,9,0.72,Very High Risk
CRED-00674,CUST-00674,639,Occasional Late,4,0.73,High Risk
CRED-00675,CUST-00675,720,On-Time,0,0.33,Medium Risk
CRED-00676,CUST-00676,674,Occasional Late,1,0.3,Medium Risk
CRED-00677,CUST-00677,649,Occasional Late,2,0.68,High Risk
CRED-00678,CUST-00678,651,Occasional Late,2,0.83,High Risk
CRED-00679,CUST-00679,674,On-Time,0,0.32,Medium Risk
CRED-00680,CUST-00680,782,On-Time,0,0.11,Low Risk
CRED-00681,CUST-00681,683,On-Time,0,0.25,Medium Risk
CRED-00682,CUST-00682,693,Occasional Late,1,0.33,Medium Risk
CRED-00683,CUST-00683,731,Occasional Late,0,0.23,Medium Risk
CRED-00684,CUST-00684,643,Occasional Late,3,0.81,High Risk
CRED-00685,CUST-00685,793,On-Time,0,0.18,Low Risk
CRED-00686,CUST-00686,661,Occasional Late,4,0.71,High Risk
CRED-00687,CUST-00687,727,On-Time,1,0.21,Medium Risk
CRED-00688,CUST-00688,688,On-Time,0,0.31,Medium Risk
CRED-00689,CUST-00689,717,On-Time,0,0.21,Medium Risk
CRED-00690,CUST-00690,783,On-Time,0,0.23,Low Risk
CRED-00691,CUST-00691,678,On-Time,0,0.38,Medium Risk
CRED-00692,CUST-00692,511,Default Risk,11,0.97,Very High Risk
CRED-00693,CUST-00693,675,Occasional Late,0,0.36,Medium Risk
CRED-00694,CUST-00694,710,Occasional Late,0,0.33,Medium Risk
CRED-00695,CUST-00695,667,Occasional Late,3,0.6,High Risk
CRED-00696,CUST-00696,747,On-Time,1,0.31,Medium Risk
CRED-00697,CUST-00697,382,Default Risk,10,0.86,Very High Risk
CRED-00698,CUST-00698,665,Occasional Late,1,0.71,High Risk
CRED-00699,CUST-00699,432,Default Risk,11,0.82,Very High Risk
CRED-00700,CUST-00700,688,On-Time,0,0.48,Medium Risk
CRED-00701,CUST-00701,759,On-Time,0,0.15,Low Risk
CRED-00702,CUST-00702,572,Default Risk,5,0.85,Very High Risk
CRED-00703,CUST-00703,472,Default Risk,11,0.8,Very High Risk
CRED-00704,CUST-00704,723,On-Time,0,0.33,Medium Risk
CRED-00705,CUST-00705,731,On-Time,2,0.39,Medium Risk
CRED-00706,CUST-00706,708,On-Time,0,0.48,Medium Risk
CRED-00707,CUST-00707,732,On-Time,0,0.22,Medium Risk
CRED-00708,CUST-00708,657,Frequently Late,2,0.72,High Risk
CRED-00709,CUST-00709,665,Frequently Late,1,0.7,High Risk
CRED-00710,CUST-00710,642,Occasional Late,1,0.67,High Risk
CRED-00711,CUST-00711,678,Occasional Late,0,0.42,Medium Risk
CRED-00712,CUST-00712,743,On-Time,0,0.41,Medium Risk
CRED-00713,CUST-00713,670,On-Time,0,0.41,Medium Risk
CRED-00714,CUST-00714,581,Frequently Late,3,0.56,High Risk
CRED-00715,CUST-00715,715,On-Time,0,0.29,Medium Risk
CRED-00716,CUST-00716,566,Frequently Late,6,0.9,Very High Risk
CRED-00717,CUST-00717,756,On-Time,0,0.23,Low Risk
CRED-00718,CUST-00718,742,Occasional Late,0,0.4,Medium Risk
CRED-00719,CUST-00719,788,On-Time,0,0.1,Low Risk
CRED-00720,CUST-00720,735,On-Time,0,0.21,Medium Risk
CRED-00721,CUST-00721,681,Occasional Late,0,0.3,Medium Risk
CRED-00722,CUST-00722,714,On-Time,0,0.34,Medium Risk
CRED-00723,CUST-00723,663,Frequently Late,2,0.53,High Risk
CRED-00724,CUST-00724,785,On-Time,0,0.12,Low Risk
CRED-00725,CUST-00725,756,On-Time,0,0.2,Low Risk
CRED-00726,CUST-00726,591,Occasional Late,4,0.77,High Risk
CRED-00727,CUST-00727,643,Occasional Late,2,0.81,High Risk
CRED-00728,CUST-00728,630,Occasional Late,4,0.84,High Risk
CRED-00729,CUST-00729,700,On-Time,0,0.2,Medium Risk
CRED-00730,CUST-00730,760,On-Time,0,0.25,Low Risk
CRED-00731,CUST-00731,759,On-Time,0,0.18,Low Risk
CRED-00732,CUST-00732,737,Occasional Late,1,0.36,Medium Risk
CRED-00733,CUST-00733,668,Occasional Late,4,0.5,High Risk
CRED-00734,CUST-00734,679,Occasional Late,0,0.42,Medium Risk
CRED-00735,CUST-00735,784,On-Time,0,0.16,Low Risk
CRED-00736,CUST-00736,783,On-Time,0,0.2,Low Risk
CRED-00737,CUST-00737,718,On-Time,0,0.21,Medium Risk
CRED-00738,CUST-00738,768,On-Time,0,0.22,Low Risk
CRED-00739,CUST-00739,740,On-Time,0,0.46,Medium Risk
CRED-00740,CUST-00740,723,On-Time,1,0.24,Medium Risk
CRED-00741,CUST-00741,692,On-Time,0,0.29,Medium Risk
CRED-00742,CUST-00742,661,Occasional Late,3,0.83,High Risk
CRED-00743,CUST-00743,711,On-Time,0,0.31,Medium Risk
CRED-00744,CUST-00744,508,Frequently Late,4,0.76,Very High Risk
CRED-00745,CUST-00745,518,Frequently Late,11,0.72,Very High Risk
CRED-00746,CUST-00746,692,On-Time,0,0.35,Medium Risk
CRED-00747,CUST-00747,660,Frequently Late,3,0.46,High Risk
CRED-00748,CUST-00748,713,On-Time,0,0.25,Medium Risk
CRED-00749,CUST-00749,594,Frequently Late,1,0.64,High Risk
CRED-00750,CUST-00750,672,On-Time,0,0.48,Medium Risk
CRED-00751,CUST-00751,572,Default Risk,5,0.85,Very High Risk
CRED-00752,CUST-00752,654,Frequently Late,2,0.83,High Risk
CRED-00753,CUST-00753,699,On-Time,0,0.28,Medium Risk
CRED-00754,CUST-00754,749,On-Time,2,0.46,Medium Risk
CRED-00755,CUST-00755,705,On-Time,0,0.33,Medium Risk
CRED-00756,CUST-00756,731,On-Time,0,0.35,Medium Risk
CRED-00757,CUST-00757,759,On-Time,0,0.08,Low Risk
CRED-00758,CUST-00758,779,On-Time,0,0.08,Low Risk
CRED-00759,CUST-00759,693,Occasional Late,0,0.42,Medium Risk
CRED-00760,CUST-00760,784,On-Time,0,0.23,Low Risk
CRED-00761,CUST-00761,778,On-Time,0,0.08,Low Risk
CRED-00762,CUST-00762,669,Frequently Late,2,0.7,High Risk
CRED-00763,CUST-00763,682,On-Time,0,0.42,Medium Risk
CRED-00764,CUST-00764,675,On-Time,0,0.49,Medium Risk
CRED-00765,CUST-00765,708,On-Time,0,0.35,Medium Risk
CRED-00766,CUST-00766,722,Occasional Late,1,0.22,Medium Risk
CRED-00767,CUST-00767,630,Frequently Late,1,0.6,High Risk
CRED-00768,CUST-00768,779,On-Time,0,0.21,Low Risk
CRED-00769,CUST-00769,663,Occasional Late,4,0.77,High Risk
CRED-00770,CUST-00770,603,Frequently Late,3,0.73,High Risk
CRED-00771,CUST-00771,816,On-Time,0,0.16,Low Risk
CRED-00772,CUST-00772,706,On-Time,1,0.36,Medium Risk
CRED-00773,CUST-00773,701,On-Time,1,0.35,Medium Risk
CRED-00774,CUST-00774,723,Occasional Late,0,0.27,Medium Risk
CRED-00775,CUST-00775,579,Default Risk,5,0.81,Very High Risk
CRED-00776,CUST-00776,635,Occasional Late,4,0.75,High Risk
CRED-00777,CUST-00777,743,On-Time,0,0.48,Medium Risk
CRED-00778,CUST-00778,680,Occasional Late,1,0.31,Medium Risk
CRED-00779,CUST-00779,633,Frequently Late,1,0.84,High Risk
CRED-00780,CUST-00780,619,Occasional Late,2,0.77,High Risk
CRED-00781,CUST-00781,708,On-Time,1,0.32,Medium Risk
CRED-00782,CUST-00782,691,On-Time,0,0.47,Medium Risk
CRED-00783,CUST-00783,727,On-Time,0,0.5,Medium Risk
CRED-00784,CUST-00784,685,On-Time,1,0.26,Medium Risk
CRED-00785,CUST-00785,735,Occasional Late,0,0.23,Medium Risk
CRED-00786,CUST-00786,709,On-Time,0,0.27,Medium Risk
CRED-00787,CUST-00787,619,Frequently Late,2,0.81,High Risk
CRED-00788,CUST-00788,726,On-Time,0,0.36,Medium Risk
CRED-00789,CUST-00789,676,Occasional Late,0,0.36,Medium Risk
CRED-00790,CUST-00790,806,On-Time,0,0.23,Low Risk
CRED-00791,CUST-00791,584,Occasional Late,4,0.55,High Risk
CRED-00792,CUST-00792,565,Default Risk,5,0.78,Very High Risk
CRED-00793,CUST-00793,771,On-Time,0,0.19,Low Risk
CRED-00794,CUST-00794,781,On-Time,0,0.19,Low Risk
CRED-00795,CUST-00795,736,Occasional Late,0,0.26,Medium Risk
CRED-00796,CUST-00796,674,On-Time,0,0.43,Medium Risk
CRED-00797,CUST-00797,710,On-Time,1,0.3,Medium Risk
CRED-00798,CUST-00798,707,Occasional Late,0,0.49,Medium Risk
CRED-00799,CUST-00799,696,On-Time,0,0.29,Medium Risk
CRED-00800,CUST-00800,744,Occasional Late,1,0.37,Medium Risk
CRED-00801,CUST-00801,735,On-Time,0,0.25,Medium Risk
CRED-00802,CUST-00802,734,Occasional Late,1,0.34,Medium Risk
CRED-00803,CUST-00803,537,Default Risk,4,0.78,Very High Risk
CRED-00804,CUST-00804,823,On-Time,0,0.18,Low Risk
CRED-00805,CUST-00805,695,Occasional Late,0,0.39,Medium Risk
CRED-00806,CUST-00806,744,On-Time,0,0.44,Medium Risk
CRED-00807,CUST-00807,648,Frequently Late,1,0.5,High Risk
