expense_id,customer_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense
EXP-00288,CUST-00288,1405.95,681.63,480.29,330.32,407.36,344.25,205.0,3854.81
EXP-00289,CUST-00289,1350.88,722.69,449.93,181.38,412.75,370.69,217.12,3705.44
EXP-00290,CUST-00290,1147.4,665.55,335.35,173.62,476.9,310.29,257.4,3366.52
EXP-00291,CUST-00291,1301.22,730.01,263.55,165.27,421.02,288.77,156.17,3326.01
EXP-00292,CUST-00292,1454.06,818.01,395.87,230.07,471.32,285.8,290.35,3945.49
EXP-00293,CUST-00293,1901.36,757.0,344.49,180.96,496.58,307.93,272.94,4261.25
EXP-00294,CUST-00294,874.83,293.69,187.11,90.42,187.79,135.79,130.1,1899.74
EXP-00295,CUST-00295,2530.66,1547.66,853.64,283.4,590.74,512.89,338.73,6657.72
EXP-00296,CUST-00296,1383.7,683.93,408.48,258.86,299.8,339.56,129.47,3503.79
EXP-00297,CUST-00297,1328.88,775.88,362.09,176.75,382.04,230.89,114.77,3371.3
EXP-00298,CUST-00298,1719.72,746.25,430.65,290.13,496.2,320.22,214.32,4217.5
EXP-00299,CUST-00299,1335.48,858.12,535.52,321.26,555.98,296.25,324.87,4227.48
EXP-00300,CUST-00300,1437.54,801.26,451.45,173.64,321.27,305.27,141.45,3631.89
EXP-00301,CUST-00301,2322.22,1207.82,708.84,342.59,403.31,352.44,229.56,5566.78
EXP-00302,CUST-00302,2181.13,903.17,632.58,420.5,261.58,395.45,261.3,5055.7
EXP-00303,CUST-00303,1599.91,559.92,324.35,244.36,381.51,263.47,199.27,3572.78
EXP-00304,CUST-00304,1900.21,1242.53,444.02,337.88,530.17,494.15,282.66,5231.61
EXP-00305,CUST-00305,1507.48,913.73,339.7,360.31,435.56,352.54,261.19,4170.52
EXP-00306,CUST-00306,990.46,702.32,426.21,145.74,368.06,284.01,271.36,3188.16
EXP-00307,CUST-00307,899.75,419.8,160.01,114.54,193.05,145.92,62.3,1995.37
EXP-00308,CUST-00308,1985.45,1168.29,587.23,372.23,624.71,368.32,336.44,5442.67
EXP-00309,CUST-00309,1047.68,485.12,322.08,205.2,230.52,214.9,95.65,2601.16
EXP-00310,CUST-00310,1872.18,1250.94,686.86,511.68,453.01,519.74,174.08,5468.49
EXP-00311,CUST-00311,1723.78,998.54,518.47,301.31,260.22,356.48,165.79,4324.6
EXP-00312,CUST-00312,812.16,465.35,262.13,133.23,156.35,193.38,141.51,2164.11
EXP-00313,CUST-00313,1618.43,974.41,656.58,250.19,452.74,519.45,215.33,4687.12
EXP-00314,CUST-00314,940.2,697.95,261.03,166.57,195.4,283.63,238.22,2783.0
EXP-00315,CUST-00315,2094.03,780.63,460.79,195.89,556.64,337.32,236.64,4661.95
EXP-00316,CUST-00316,2387.23,1336.34,663.22,411.22,824.2,447.18,415.15,6484.54
EXP-00317,CUST-00317,1421.37,453.43,214.61,199.8,202.2,229.44,132.12,2852.97
EXP-00318,CUST-00318,1682.82,1205.13,850.51,323.62,452.44,479.53,339.32,5333.38
EXP-00319,CUST-00319,1214.08,699.06,340.61,329.47,370.0,298.75,137.8,3389.76
EXP-00320,CUST-00320,1971.07,806.32,564.75,213.2,291.21,375.92,333.39,4555.86
EXP-00321,CUST-00321,1514.94,1016.27,591.69,512.4,459.14,385.65,282.01,4762.11
EXP-00322,CUST-00322,1243.26,781.58,480.29,186.59,187.32,295.99,172.61,3347.65
EXP-00323,CUST-00323,1922.33,780.87,631.14,196.11,252.34,427.26,234.17,4444.22
EXP-00324,CUST-00324,1129.05,817.56,263.47,257.81,337.7,325.77,212.98,3344.34
EXP-00325,CUST-00325,1146.03,760.23,315.94,290.54,301.5,307.1,176.14,3297.49
EXP-00326,CUST-00326,180.89,139.39,53.95,32.98,87.28,49.45,43.2,587.13
EXP-00327,CUST-00327,489.43,217.72,81.27,72.82,63.64,89.66,74.64,1089.17
EXP-00328,CUST-00328,2452.46,1607.87,790.99,545.54,535.14,720.01,576.84,7228.85
EXP-00329,CUST-00329,967.0,552.37,320.22,223.44,154.42,189.03,81.98,2488.47
EXP-00330,CUST-00330,1531.87,826.01,398.82,185.81,437.72,321.72,278.24,3980.2
EXP-00331,CUST-00331,2353.03,962.88,425.07,424.41,627.4,436.48,156.93,5386.2
EXP-00332,CUST-00332,1739.44,975.13,521.15,243.53,339.47,351.26,306.63,4476.6
EXP-00333,CUST-00333,1567.45,1317.85,482.93,358.49,598.37,426.33,380.15,5131.57
EXP-00334,CUST-00334,297.5,171.65,88.03,57.27,102.69,65.84,50.43,833.41
EXP-00335,CUST-00335,3132.11,1687.57,1007.13,652.12,784.02,685.09,532.77,8480.83
EXP-00336,CUST-00336,1633.7,658.83,486.65,316.4,270.14,356.77,130.36,3852.86
EXP-00337,CUST-00337,3427.48,1528.63,704.97,704.3,1131.68,698.96,453.96,8649.97
EXP-00338,CUST-00338,1769.46,845.63,465.16,368.61,294.24,349.62,283.01,4375.73
EXP-00339,CUST-00339,1466.94,693.06,566.38,276.89,252.05,386.63,300.38,3942.33
EXP-00340,CUST-00340,765.63,540.59,371.06,128.72,292.31,212.19,150.77,2461.25
EXP-00341,CUST-00341,1312.2,865.94,660.64,362.29,595.7,322.87,230.47,4350.11
EXP-00342,CUST-00342,2240.71,1258.69,492.14,233.64,700.82,375.9,298.64,5600.53
EXP-00343,CUST-00343,1499.67,920.37,450.15,252.2,488.24,306.43,170.06,4087.13
EXP-00344,CUST-00344,3056.16,1856.18,1059.17,653.59,763.69,749.76,431.59,8570.14
EXP-00345,CUST-00345,4207.01,1756.51,699.63,456.78,942.72,590.82,408.46,9061.93
EXP-00346,CUST-00346,1714.44,894.16,641.57,282.54,594.03,405.09,175.95,4707.78
EXP-00347,CUST-00347,2791.44,1365.42,760.35,331.13,426.15,504.37,446.43,6625.28
EXP-00348,CUST-00348,1276.29,549.92,396.91,273.93,252.79,248.38,133.6,3131.81
EXP-00349,CUST-00349,2386.68,1069.27,584.24,423.46,445.32,358.97,154.53,5422.48
EXP-00350,CUST-00350,556.43,341.61,210.01,156.99,117.28,130.64,91.7,1604.65
EXP-00351,CUST-00351,2411.43,1590.12,605.17,568.59,643.27,654.07,395.81,6868.46
EXP-00352,CUST-00352,2228.95,782.92,500.86,341.24,365.92,357.24,319.57,4896.7
EXP-00353,CUST-00353,1715.78,1119.82,565.13,456.07,234.34,447.12,140.68,4678.94
EXP-00354,CUST-00354,1438.34,670.71,362.05,154.5,474.63,275.39,121.57,3497.18
EXP-00355,CUST-00355,3810.28,1875.34,881.22,625.97,1126.5,611.76,474.11,9405.17
EXP-00356,CUST-00356,1806.69,1029.65,540.19,472.2,406.78,527.78,316.65,5099.94
EXP-00357,CUST-00357,1064.07,567.75,394.39,141.76,237.29,244.73,159.75,2809.74
EXP-00358,CUST-00358,1437.52,776.98,591.46,219.27,370.99,339.35,347.63,4083.2
EXP-00359,CUST-00359,1482.47,586.06,318.47,131.96,422.15,273.11,221.59,3435.8
EXP-00360,CUST-00360,2283.76,1169.56,616.51,307.15,301.29,410.92,156.04,5245.23
EXP-00361,CUST-00361,1532.52,660.87,322.36,172.9,447.88,337.89,190.07,3664.48
EXP-00362,CUST-00362,1539.52,754.97,399.98,240.39,362.21,306.47,233.1,3836.63
EXP-00363,CUST-00363,1458.98,1053.95,535.27,311.2,309.74,420.95,201.69,4291.78
EXP-00364,CUST-00364,3634.91,1485.44,649.7,529.66,982.18,579.27,377.06,8238.22
EXP-00365,CUST-00365,2040.93,913.3,563.65,437.47,447.35,435.98,352.63,5191.31
EXP-00366,CUST-00366,2622.62,1477.52,628.6,639.15,831.99,630.29,286.33,7116.5
EXP-00367,CUST-00367,1234.75,624.61,456.78,286.35,413.59,338.29,287.03,3641.4
EXP-00368,CUST-00368,1892.38,822.62,372.45,372.57,282.74,395.8,160.03,4298.58
EXP-00369,CUST-00369,2338.81,810.02,405.74,332.08,337.2,423.25,222.82,4869.92
EXP-00370,CUST-00370,1564.67,964.44,393.51,426.23,463.45,345.03,210.12,4367.46
EXP-00371,CUST-00371,364.32,164.07,104.78,48.6,78.62,64.5,48.78,873.67
EXP-00372,CUST-00372,1171.41,726.33,381.35,193.69,311.52,303.83,233.67,3321.79
EXP-00373,CUST-00373,1952.19,986.82,504.81,242.25,322.46,372.17,342.61,4723.31
EXP-00374,CUST-00374,1417.35,717.12,418.66,240.99,461.39,245.87,246.17,3747.55
EXP-00375,CUST-00375,1353.64,800.51,472.71,356.55,251.97,289.66,137.1,3662.15
EXP-00376,CUST-00376,3118.59,1151.81,743.77,355.58,824.39,580.98,247.82,7022.94
EXP-00377,CUST-00377,1392.59,704.58,428.08,281.74,393.18,247.13,111.11,3558.41
EXP-00378,CUST-00378,1378.78,679.82,465.22,277.58,363.66,266.1,212.48,3643.64
EXP-00379,CUST-00379,1562.27,672.6,435.89,330.06,427.3,244.63,115.38,3788.13
EXP-00380,CUST-00380,341.53,213.77,71.63,52.76,80.91,57.76,50.34,868.69
EXP-00381,CUST-00381,2289.12,1676.26,984.22,493.91,477.5,521.77,486.05,6928.82
EXP-00382,CUST-00382,6297.68,2890.0,1658.61,559.96,1620.05,1230.5,980.36,15237.14
EXP-00383,CUST-00383,2783.72,1073.19,769.8,329.52,661.69,603.13,337.85,6558.9
EXP-00384,CUST-00384,1067.41,483.53,237.51,199.93,119.5,230.47,142.47,2480.81
EXP-00385,CUST-00385,738.18,684.46,225.79,148.75,356.07,204.58,151.14,2508.98
EXP-00386,CUST-00386,1509.96,614.87,354.92,296.28,427.82,295.36,103.47,3602.67
EXP-00387,CUST-00387,1067.1,353.04,243.31,188.04,180.5,152.42,156.57,2340.98
EXP-00388,CUST-00388,586.44,214.57,125.92,59.33,61.44,104.84,60.66,1213.2
EXP-00389,CUST-00389,798.43,410.06,287.91,146.85,109.89,163.23,61.09,1977.47
EXP-00390,CUST-00390,1647.56,1005.01,548.24,287.45,508.28,353.33,115.3,4465.17
EXP-00391,CUST-00391,2038.18,945.0,596.14,369.84,421.18,499.93,290.18,5160.45
EXP-00392,CUST-00392,519.11,251.81,178.92,122.69,155.57,102.39,102.03,1432.52
EXP-00393,CUST-00393,1669.99,1220.87,529.98,513.07,881.03,408.9,389.3,5613.15
EXP-00394,CUST-00394,2125.26,1504.06,752.3,487.47,597.6,589.22,198.04,6253.95
EXP-00395,CUST-00395,2641.94,1926.62,662.76,437.62,1111.94,704.08,435.39,7920.36
EXP-00396,CUST-00396,1593.51,669.99,371.6,212.67,232.59,233.73,287.09,3601.19
EXP-00397,CUST-00397,1106.93,543.18,428.53,241.54,175.77,210.82,85.24,2792.0
EXP-00398,CUST-00398,2267.27,1166.44,724.05,545.08,350.55,622.18,200.95,5876.52
EXP-00399,CUST-00399,1425.27,1165.18,670.67,246.91,587.56,403.41,222.84,4721.84
EXP-00400,CUST-00400,939.8,489.86,178.17,187.14,183.64,196.54,73.78,2248.94
EXP-00401,CUST-00401,1685.4,1257.61,790.16,507.07,664.5,530.52,388.41,5823.67
EXP-00402,CUST-00402,1537.87,731.28,595.3,291.67,464.14,278.32,229.85,4128.44
EXP-00403,CUST-00403,2197.42,1479.22,838.77,525.36,402.96,589.57,355.91,6389.2
EXP-00404,CUST-00404,818.06,499.39,335.07,107.07,119.01,185.02,183.82,2247.44
EXP-00405,CUST-00405,3983.6,1647.15,1203.6,576.63,1231.4,630.88,551.41,9824.66
EXP-00406,CUST-00406,2109.07,889.42,460.83,461.12,545.5,424.75,323.67,5214.35
EXP-00407,CUST-00407,725.26,387.23,207.19,120.9,180.17,135.6,53.23,1809.59
EXP-00408,CUST-00408,3757.43,1474.26,778.82,650.84,928.4,573.96,281.73,8445.43
EXP-00409,CUST-00409,437.41,301.09,121.39,127.03,114.76,93.36,90.27,1285.31
EXP-00410,CUST-00410,1041.16,382.35,210.88,109.98,285.76,156.57,179.49,2366.19
EXP-00411,CUST-00411,3118.6,1125.62,544.98,380.9,723.76,524.62,420.46,6838.93
EXP-00412,CUST-00412,2887.59,1269.44,627.56,447.9,919.33,552.54,300.98,7005.34
EXP-00413,CUST-00413,2378.94,901.31,361.28,228.28,404.38,316.48,301.77,4892.44
EXP-00414,CUST-00414,1571.01,1251.82,750.49,230.05,269.18,520.92,374.46,4967.93
EXP-00415,CUST-00415,816.15,495.0,357.26,143.72,192.02,175.74,86.4,2266.29
EXP-00416,CUST-00416,2061.32,1188.16,806.29,513.98,801.03,592.2,549.6,6512.59
EXP-00417,CUST-00417,1176.69,722.83,342.61,312.05,440.08,260.79,119.8,3374.86
EXP-00418,CUST-00418,1289.74,617.33,250.63,189.81,277.44,289.46,193.79,3108.2
EXP-00419,CUST-00419,1314.26,602.94,432.91,271.95,436.89,278.67,104.91,3442.53
EXP-00420,CUST-00420,1996.49,926.88,309.27,314.66,513.06,304.57,261.12,4626.05
EXP-00421,CUST-00421,2808.65,1249.14,686.9,289.53,501.1,406.53,313.62,6255.47
EXP-00422,CUST-00422,1303.79,945.66,400.5,208.06,307.31,281.21,186.62,3633.15
EXP-00423,CUST-00423,2253.46,1011.34,481.1,265.72,494.06,410.13,409.23,5325.04
EXP-00424,CUST-00424,3125.23,1440.87,855.56,309.51,670.54,475.45,388.69,7265.86
EXP-00425,CUST-00425,2032.7,924.18,365.7,278.42,252.11,268.9,117.57,4239.58
EXP-00426,CUST-00426,2526.9,1174.86,597.98,276.06,475.54,356.37,384.83,5792.53
EXP-00427,CUST-00427,1938.27,1010.77,567.38,376.54,477.35,371.66,162.62,4904.59
EXP-00428,CUST-00428,765.79,635.29,268.62,157.88,179.11,255.5,150.24,2412.43
EXP-00429,CUST-00429,2075.51,925.27,663.95,277.56,366.62,478.84,236.34,5024.1
EXP-00430,CUST-00430,2565.0,877.63,648.6,371.56,633.89,416.2,165.56,5678.43
EXP-00431,CUST-00431,3165.2,1438.95,724.61,286.26,580.46,541.49,244.06,6981.03
EXP-00432,CUST-00432,1171.78,515.78,228.55,156.41,218.17,200.35,143.74,2634.77
EXP-00433,CUST-00433,1371.6,620.73,410.07,229.32,433.9,278.41,239.08,3583.1
EXP-00434,CUST-00434,2454.05,1120.05,431.3,450.23,276.82,394.72,378.23,5505.39
EXP-00435,CUST-00435,1979.49,969.02,516.56,323.2,527.72,465.48,307.52,5089.0
EXP-00436,CUST-00436,392.9,187.28,113.6,66.14,66.5,61.43,37.34,925.19
EXP-00437,CUST-00437,3531.19,1219.35,859.4,397.49,394.14,518.86,408.66,7329.1
EXP-00438,CUST-00438,1424.43,791.32,483.41,171.4,192.97,337.83,206.55,3607.9
EXP-00439,CUST-00439,1215.21,872.46,430.17,152.03,328.01,337.55,187.95,3523.39
EXP-00440,CUST-00440,2541.79,1566.22,868.31,392.69,875.29,805.71,472.19,7522.2
EXP-00441,CUST-00441,1689.87,895.52,431.67,317.29,580.0,412.84,312.96,4640.15
EXP-00442,CUST-00442,1366.08,856.15,359.43,235.74,242.84,331.5,218.55,3610.29
EXP-00443,CUST-00443,258.75,129.92,89.51,39.73,79.75,45.91,25.18,668.75
EXP-00444,CUST-00444,1403.61,569.11,288.23,207.16,226.72,232.71,145.05,3072.59
EXP-00445,CUST-00445,1521.11,932.75,651.66,237.95,629.36,448.58,181.53,4602.95
EXP-00446,CUST-00446,857.34,618.15,285.17,137.97,349.98,238.27,193.81,2680.68
EXP-00447,CUST-00447,899.75,541.86,236.51,179.88,299.52,198.42,146.39,2502.33
EXP-00448,CUST-00448,3065.21,1155.71,919.59,330.12,479.09,528.11,496.34,6974.17
EXP-00449,CUST-00449,6284.09,2958.68,1621.52,948.74,1305.72,1042.97,691.55,14853.26
EXP-00450,CUST-00450,224.71,163.2,65.84,54.92,100.43,71.89,31.82,712.81
EXP-00451,CUST-00451,1618.82,1328.55,615.56,348.18,758.78,530.31,301.42,5501.62
EXP-00452,CUST-00452,329.88,156.18,91.32,52.45,72.92,67.31,30.55,800.61
EXP-00453,CUST-00453,2699.05,1362.81,820.78,726.51,416.63,603.89,582.64,7212.32
EXP-00454,CUST-00454,4109.05,1961.45,740.66,514.58,1210.46,814.34,592.05,9942.58
EXP-00455,CUST-00455,1351.98,426.82,197.25,202.88,271.95,183.6,180.87,2815.35
EXP-00456,CUST-00456,536.38,238.45,145.86,70.62,86.31,89.23,82.5,1249.36
EXP-00457,CUST-00457,643.43,454.97,255.19,164.73,143.13,153.34,114.35,1929.13
EXP-00458,CUST-00458,1259.59,765.65,500.18,241.95,394.44,287.23,302.78,3751.82
EXP-00459,CUST-00459,1690.5,774.83,553.02,183.57,556.88,353.18,257.72,4369.7
EXP-00460,CUST-00460,671.63,521.55,235.6,121.19,222.11,153.88,84.81,2010.77
EXP-00461,CUST-00461,1069.8,716.52,309.12,197.69,318.29,273.98,241.32,3126.72
EXP-00462,CUST-00462,1386.32,575.85,320.98,317.36,285.23,278.51,171.21,3335.46
EXP-00463,CUST-00463,3491.21,1707.38,656.2,581.27,468.72,602.62,269.74,7777.14
EXP-00464,CUST-00464,1421.7,655.16,289.54,188.49,270.2,269.38,134.05,3228.53
EXP-00465,CUST-00465,1404.9,588.22,391.77,179.91,307.85,253.94,93.25,3219.84
EXP-00466,CUST-00466,2430.29,1713.69,1112.07,531.18,812.4,710.55,652.38,7962.56
EXP-00467,CUST-00467,2329.07,1480.62,846.12,377.93,517.3,532.19,322.57,6405.81
EXP-00468,CUST-00468,1668.87,745.88,480.59,311.78,528.58,324.22,155.31,4215.23
EXP-00469,CUST-00469,4697.72,2460.75,1562.49,728.25,1398.13,1020.93,996.36,12864.63
EXP-00470,CUST-00470,2769.64,1364.91,637.4,446.63,526.08,582.98,436.49,6764.13
EXP-00471,CUST-00471,748.99,340.89,190.46,69.69,144.65,149.93,90.75,1735.36
EXP-00472,CUST-00472,370.26,119.02,63.42,46.38,76.54,66.32,39.69,781.64
EXP-00473,CUST-00473,1917.61,976.64,455.08,513.56,600.03,459.19,373.76,5295.86
EXP-00474,CUST-00474,1433.7,590.24,394.34,281.76,406.87,239.9,106.22,3453.02
EXP-00475,CUST-00475,1146.43,661.19,284.16,304.63,318.38,246.91,216.15,3177.87
EXP-00476,CUST-00476,1112.71,508.19,351.69,204.55,203.75,290.34,124.76,2795.99
EXP-00477,CUST-00477,2329.29,1590.38,915.64,272.57,514.4,493.81,384.67,6500.76
EXP-00478,CUST-00478,1529.55,920.5,502.75,335.74,495.32,323.85,161.98,4269.69
EXP-00479,CUST-00479,1908.26,790.9,567.83,336.35,367.95,356.1,205.74,4533.13
EXP-00480,CUST-00480,291.68,189.7,143.72,61.46,84.51,82.11,48.5,901.68
EXP-00481,CUST-00481,1182.57,494.64,328.95,221.46,176.06,180.79,192.57,2777.05
EXP-00482,CUST-00482,1459.83,892.37,644.14,257.52,540.98,410.54,307.33,4512.7
EXP-00483,CUST-00483,1224.68,733.22,301.37,163.86,302.72,354.6,174.45,3254.9
EXP-00484,CUST-00484,976.69,685.45,448.23,169.39,439.83,321.62,121.11,3162.33
EXP-00485,CUST-00485,1427.12,830.01,350.43,339.26,391.77,420.13,149.9,3908.62
EXP-00486,CUST-00486,4842.35,3267.83,2018.0,984.78,1111.58,1380.49,512.5,14117.53
EXP-00487,CUST-00487,1755.89,1422.31,764.74,317.37,392.61,594.24,367.46,5614.62
EXP-00488,CUST-00488,1725.09,657.22,400.58,272.17,231.8,308.96,200.95,3796.78
EXP-00489,CUST-00489,808.37,445.36,220.36,131.43,268.55,175.75,86.36,2136.16
EXP-00490,CUST-00490,1087.19,739.52,501.45,227.21,301.7,311.21,128.25,3296.52
EXP-00491,CUST-00491,867.4,383.81,237.15,122.92,262.38,178.53,132.39,2184.59
EXP-00492,CUST-00492,1472.47,820.27,322.69,337.4,257.97,278.83,277.75,3767.38
EXP-00493,CUST-00493,1534.49,1052.95,667.01,412.35,249.59,447.61,226.56,4590.57
EXP-00494,CUST-00494,1515.18,565.06,280.25,283.92,355.83,293.34,233.2,3526.78
EXP-00495,CUST-00495,1507.47,850.61,473.95,221.84,471.69,352.27,208.99,4086.82
EXP-00496,CUST-00496,1837.83,748.72,595.94,310.89,477.12,289.38,322.89,4582.78
EXP-00497,CUST-00497,1018.84,540.17,367.81,163.84,348.12,278.54,101.63,2818.95
EXP-00498,CUST-00498,1032.12,744.99,343.86,288.32,354.31,252.78,152.05,3168.43
EXP-00499,CUST-00499,1380.47,839.56,330.04,170.74,478.25,291.18,318.63,3808.88
EXP-00500,CUST-00500,1209.94,687.27,357.8,209.17,205.69,283.51,139.11,3092.5
EXP-00501,CUST-00501,1653.67,1075.87,409.34,317.51,553.74,367.13,354.75,4732.01
EXP-00502,CUST-00502,1483.17,898.81,488.98,305.67,239.3,307.08,175.22,3898.23
EXP-00503,CUST-00503,1637.53,1123.5,687.72,289.23,365.81,389.68,136.58,4630.05
EXP-00504,CUST-00504,3005.09,1102.72,755.79,404.0,575.97,587.13,297.83,6728.52
EXP-00505,CUST-00505,173.84,118.48,70.5,50.5,37.68,52.24,49.58,552.83
EXP-00506,CUST-00506,2301.13,1394.04,481.22,482.71,341.15,462.49,218.1,5680.83
EXP-00507,CUST-00507,2146.03,1119.3,562.36,228.33,265.51,389.5,332.81,5043.84
EXP-00508,CUST-00508,1099.5,535.95,232.08,161.56,213.2,154.08,89.31,2485.69
EXP-00509,CUST-00509,1673.79,660.07,387.76,227.49,314.03,315.89,291.38,3870.4
EXP-00510,CUST-00510,1732.36,938.23,508.24,286.49,637.35,396.99,147.56,4647.23
EXP-00511,CUST-00511,1809.62,995.68,378.72,325.71,517.37,384.37,262.24,4673.72
EXP-00512,CUST-00512,2367.5,1972.68,621.98,480.85,828.32,675.32,634.2,7580.85
EXP-00513,CUST-00513,1510.44,837.05,608.48,296.26,266.65,431.84,354.57,4305.29
EXP-00514,CUST-00514,2945.42,1199.25,431.2,272.01,363.04,425.48,356.97,5993.38
EXP-00515,CUST-00515,992.33,514.16,287.27,174.17,368.3,189.92,189.91,2716.06
EXP-00516,CUST-00516,3035.55,1466.7,977.74,639.13,767.87,543.29,204.8,7635.09
EXP-00517,CUST-00517,1254.23,698.25,384.16,237.61,176.99,243.66,218.66,3213.56
EXP-00518,CUST-00518,1147.05,504.43,247.47,157.12,146.18,194.68,186.54,2583.46
EXP-00519,CUST-00519,1891.43,890.59,738.27,447.65,495.71,379.21,249.99,5092.85
EXP-00520,CUST-00520,3438.59,1606.12,549.0,649.14,502.55,458.97,207.55,7411.91
EXP-00521,CUST-00521,2524.72,995.12,590.82,500.61,432.15,525.9,296.84,5866.15
EXP-00522,CUST-00522,3452.34,1645.98,780.12,562.86,1192.55,723.54,656.16,9013.55
EXP-00523,CUST-00523,2510.12,1490.22,803.19,443.72,1129.55,568.33,457.2,7402.33
EXP-00524,CUST-00524,1856.02,1050.98,583.24,246.6,754.12,480.27,414.77,5386.01
EXP-00525,CUST-00525,1386.34,619.34,267.85,152.56,245.31,278.31,123.79,3073.5
EXP-00526,CUST-00526,2203.19,960.51,434.9,370.7,502.47,398.17,134.96,5004.9
EXP-00527,CUST-00527,2519.97,1149.88,619.75,420.73,451.91,449.98,295.68,5907.9
EXP-00528,CUST-00528,1055.48,622.09,393.31,259.43,341.94,264.53,260.95,3197.72
EXP-00529,CUST-00529,2259.44,876.49,432.99,367.61,618.13,377.55,149.21,5081.41
EXP-00530,CUST-00530,2290.71,1013.58,685.92,385.28,294.49,460.17,400.64,5530.81
EXP-00531,CUST-00531,2403.44,1968.09,739.0,622.6,1060.98,807.6,454.96,8056.66
EXP-00532,CUST-00532,1256.07,485.35,319.57,204.66,236.97,242.98,186.31,2931.91
EXP-00533,CUST-00533,1269.93,845.09,507.55,283.05,218.45,308.98,342.84,3775.89
EXP-00534,CUST-00534,1785.22,802.64,439.85,149.75,223.49,311.95,209.25,3922.15
EXP-00535,CUST-00535,2326.77,897.52,551.85,509.74,504.89,513.01,324.21,5627.98
EXP-00536,CUST-00536,1664.99,853.42,627.12,242.18,326.19,406.79,303.86,4424.55
EXP-00537,CUST-00537,1235.59,681.44,431.8,308.83,423.76,293.65,139.29,3514.37
EXP-00538,CUST-00538,1985.49,1207.0,630.91,403.28,608.83,585.2,416.01,5836.71
EXP-00539,CUST-00539,2994.16,1603.78,797.46,675.68,841.19,646.53,248.92,7807.74
EXP-00540,CUST-00540,1344.31,658.8,358.58,179.33,454.24,291.05,261.69,3547.99
EXP-00541,CUST-00541,2905.11,1632.76,1016.11,495.07,655.23,551.27,544.05,7799.59
EXP-00542,CUST-00542,1513.0,1039.73,475.95,479.16,667.67,355.9,378.89,4910.3
EXP-00543,CUST-00543,2334.45,1464.28,969.36,454.87,1020.62,678.12,295.76,7217.46
EXP-00544,CUST-00544,2229.0,1279.44,665.28,319.64,339.93,465.56,209.48,5508.32
EXP-00545,CUST-00545,564.23,396.04,267.65,178.3,139.41,156.91,141.15,1843.68
EXP-00546,CUST-00546,761.45,344.31,162.22,113.79,137.09,125.63,150.98,1795.46
EXP-00547,CUST-00547,3537.44,1473.21,1067.12,727.61,787.55,639.47,337.66,8570.06
EXP-00548,CUST-00548,2279.9,1050.07,469.74,330.68,307.86,341.83,339.67,5119.76
EXP-00549,CUST-00549,2477.71,1114.85,636.49,406.62,371.83,456.33,315.59,5779.43
EXP-00550,CUST-00550,974.65,590.16,309.26,225.6,321.48,207.11,107.0,2735.27
EXP-00551,CUST-00551,668.83,250.63,117.29,97.28,135.77,88.26,74.5,1432.56
EXP-00552,CUST-00552,1651.22,961.44,334.98,315.73,361.54,364.46,181.74,4171.11
EXP-00553,CUST-00553,2423.95,1363.87,666.33,491.02,367.04,451.58,231.55,5995.35
EXP-00554,CUST-00554,4214.18,1719.42,995.98,722.59,885.37,788.09,638.32,9963.96
EXP-00555,CUST-00555,1173.03,669.6,384.27,295.12,458.35,259.28,89.34,3329.0
EXP-00556,CUST-00556,2981.28,1750.52,950.32,633.64,395.08,673.9,261.41,7646.15
EXP-00557,CUST-00557,707.98,281.37,173.53,77.45,102.23,115.2,105.59,1563.34
EXP-00558,CUST-00558,5147.92,3046.37,2011.31,769.18,1315.94,1240.11,977.65,14508.48
EXP-00559,CUST-00559,789.81,464.72,169.65,101.8,281.62,157.23,80.63,2045.46
EXP-00560,CUST-00560,1644.71,708.94,534.32,226.17,238.42,270.63,177.77,3800.96
EXP-00561,CUST-00561,806.01,509.87,203.77,159.24,165.55,154.51,93.74,2092.69
EXP-00562,CUST-00562,3501.95,1169.52,544.58,486.56,704.03,613.14,421.22,7441.01
EXP-00563,CUST-00563,1823.5,811.11,496.19,287.97,543.68,329.16,194.9,4486.51
EXP-00564,CUST-00564,730.38,279.85,134.18,94.13,157.9,129.65,49.23,1575.32
EXP-00565,CUST-00565,912.85,473.08,222.4,122.08,217.41,198.24,213.54,2359.59
EXP-00566,CUST-00566,1260.93,853.58,415.78,331.5,357.76,257.25,215.25,3692.05
EXP-00567,CUST-00567,1857.91,1119.89,619.6,358.98,674.03,330.62,307.48,5268.51
EXP-00568,CUST-00568,1893.06,810.8,538.31,205.76,377.95,391.73,218.98,4436.58
EXP-00569,CUST-00569,433.19,221.11,92.28,45.41,84.92,80.97,30.7,988.59
EXP-00570,CUST-00570,1811.26,1206.17,733.28,320.61,744.27,422.18,390.09,5627.86
EXP-00571,CUST-00571,1127.71,686.32,327.76,190.79,229.51,289.72,158.9,3010.71
EXP-00572,CUST-00572,2312.26,1400.56,884.81,437.34,956.49,661.14,451.45,7104.04
EXP-00573,CUST-00573,2033.63,972.61,683.57,224.82,369.9,361.07,295.56,4941.16
EXP-00574,CUST-00574,1604.45,779.35,449.86,287.31,376.97,362.2,116.64,3976.78
